,지역명,연도,월,평당분양가격
888,대구,2018,5,12048.3
889,광주,2018,5,9589.8
890,대전,2018,5,9807.6
891,울산,2018,5,10474.199999999999
892,세종,2018,5,10332.3
893,강원,2018,5,7553.7
894,충북,2018,5,8698.8
895,충남,2018,5,8094.9
896,전북,2018,5,7675.799999999999
897,전남,2018,5,7774.799999999999
898,경북,2018,5,8672.4
899,경남,2018,5,8893.5
900,제주,2018,5,12952.5
901,서울,2018,6,22090.199999999997
902,인천,2018,6,11127.599999999999
903,경기,2018,6,12959.099999999999
904,부산,2018,6,12817.199999999999
905,대구,2018,6,12107.699999999999
906,광주,2018,6,9900.0
907,대전,2018,6,9807.6
908,울산,2018,6,10312.5
909,세종,2018,6,10332.3
910,강원,2018,6,7563.599999999999
911,충북,2018,6,7873.799999999999
912,충남,2018,6,8141.099999999999
913,전북,2018,6,7675.799999999999
914,전남,2018,6,7774.799999999999
915,경북,2018,6,8682.3
916,경남,2018,6,8893.5
917,제주,2018,6,12952.5
918,서울,2018,7,22506.0
919,인천,2018,7,11127.599999999999
920,경기,2018,7,13041.599999999999
921,부산,2018,7,13035.0
922,대구,2018,7,12249.599999999999
923,광주,2018,7,9685.5
924,대전,2018,7,9698.699999999999
925,울산,2018,7,10312.5
926,세종,2018,7,10332.3
927,강원,2018,7,7629.599999999999
928,충북,2018,7,7887.0
929,충남,2018,7,8141.099999999999
930,전북,2018,7,7698.9
931,전남,2018,7,7778.099999999999
932,경북,2018,7,8824.199999999999
933,경남,2018,7,8896.8
934,제주,2018,7,11002.199999999999
935,서울,2018,8,22212.3
936,인천,2018,8,11031.9
937,경기,2018,8,13431.0
938,부산,2018,8,13107.599999999999
939,대구,2018,8,12295.8
940,광주,2018,8,9685.5
941,대전,2018,8,9698.699999999999
942,울산,2018,8,10312.5
943,세종,2018,8,10388.4
944,강원,2018,8,7669.2
945,충북,2018,8,7887.0
946,충남,2018,8,8071.799999999999
947,전북,2018,8,7626.299999999999
948,전남,2018,8,7778.099999999999
949,경북,2018,8,8589.9
950,경남,2018,8,8781.3
951,제주,2018,8,11002.199999999999
952,서울,2018,9,23080.199999999997
953,인천,2018,9,11031.9
954,경기,2018,9,13510.199999999999
955,부산,2018,9,13497.0
956,대구,2018,9,12342.0
957,광주,2018,9,9672.3
958,대전,2018,9,11111.099999999999
959,울산,2018,9,10312.5
960,세종,2018,9,10388.4
961,강원,2018,9,7685.7
962,충북,2018,9,7867.2
963,충남,2018,9,8071.799999999999
964,전북,2018,9,7626.299999999999
965,전남,2018,9,7761.599999999999
966,경북,2018,9,8721.9
967,경남,2018,9,9061.8
968,제주,2018,9,11002.199999999999
969,서울,2018,10,24347.399999999998
970,인천,2018,10,11352.0
971,경기,2018,10,13648.8
972,부산,2018,10,13318.8
973,대구,2018,10,12536.699999999999
974,광주,2018,10,10045.199999999999
975,대전,2018,10,11055.0
976,울산,2018,10,9537.0
977,세종,2018,10,10388.4
978,강원,2018,10,7778.099999999999
979,충북,2018,10,7867.2
980,충남,2018,10,8071.799999999999
981,전북,2018,10,7659.299999999999
982,전남,2018,10,7788.0
983,경북,2018,10,8662.5
984,경남,2018,10,9223.5
985,제주,2018,10,11002.199999999999
986,서울,2018,11,24317.699999999997
987,인천,2018,11,11724.9
988,경기,2018,11,13698.3
989,부산,2018,11,13332.0
990,대구,2018,11,12622.5
991,광주,2018,11,10563.3
992,대전,2018,11,11055.0
993,울산,2018,11,9537.0
994,세종,2018,11,10388.4
995,강원,2018,11,7873.799999999999
996,충북,2018,11,7811.099999999999
997,충남,2018,11,7989.299999999999
998,전북,2018,11,7731.9
999,전남,2018,11,7715.4
1000,경북,2018,11,8847.3
1001,경남,2018,11,9230.1
1002,제주,2018,11,10936.199999999999
1003,서울,2018,12,24413.399999999998
1004,인천,2018,12,11708.4
1005,경기,2018,12,13777.5
1006,부산,2018,12,13424.4
1007,대구,2018,12,12952.5
1008,광주,2018,12,10837.199999999999
1009,대전,2018,12,12012.0
1010,울산,2018,12,
1011,세종,2018,12,10081.5
1012,강원,2018,12,7675.799999999999
1013,충북,2018,12,7811.099999999999
1014,충남,2018,12,7969.5
1015,전북,2018,12,7854.0
1016,전남,2018,12,7883.7
1017,경북,2018,12,8847.3
1018,경남,2018,12,9675.6
1019,제주,2018,12,11299.199999999999
1020,서울,2019,1,25080.0
1021,인천,2019,1,11823.9
1022,경기,2019,1,14051.4
1023,부산,2019,1,13424.4
1024,대구,2019,1,13143.9
1025,광주,2019,1,10926.3
1026,대전,2019,1,12173.699999999999
1027,울산,2019,1,
1028,세종,2019,1,10081.5
1029,강원,2019,1,7784.7
1030,충북,2019,1,7811.099999999999
1031,충남,2019,1,8127.9
1032,전북,2019,1,7854.0
1033,전남,2019,1,7966.2
1034,경북,2019,1,8705.4
1035,경남,2019,1,9675.6
1036,제주,2019,1,11299.199999999999
1037,서울,2019,2,25169.1
1038,인천,2019,2,11847.0
1039,경기,2019,2,14044.8
1040,부산,2019,2,13424.4
1041,대구,2019,2,13160.4
1042,광주,2019,2,10926.3
1043,대전,2019,2,12173.699999999999
1044,울산,2019,2,
1045,세종,2019,2,10081.5
1046,강원,2019,2,7784.7
1047,충북,2019,2,7550.4
1048,충남,2019,2,8484.3
1049,전북,2019,2,7873.799999999999
1050,전남,2019,2,7959.599999999999
1051,경북,2019,2,8751.6
1052,경남,2019,2,9675.6
1053,제주,2019,2,11299.199999999999
1054,서울,2019,3,25647.6
1055,인천,2019,3,12150.599999999999
1056,경기,2019,3,14417.699999999999
1057,부산,2019,3,13424.4
1058,대구,2019,3,13117.5
1059,광주,2019,3,10926.3
1060,대전,2019,3,11913.0
1061,울산,2019,3,
1062,세종,2019,3,10081.5
1063,강원,2019,3,7936.5
1064,충북,2019,3,7560.299999999999
1065,충남,2019,3,8570.1
1066,전북,2019,3,8091.599999999999
1067,전남,2019,3,7880.4
1068,경북,2019,3,8741.699999999999
1069,경남,2019,3,9494.1
1070,제주,2019,3,11299.199999999999
1071,서울,2019,4,25687.199999999997
1072,인천,2019,4,12150.599999999999
1073,경기,2019,4,14556.3
1074,부산,2019,4,12959.099999999999
1075,대구,2019,4,13249.5
1076,광주,2019,4,10932.9
1077,대전,2019,4,11820.599999999999
1078,울산,2019,4,
1079,세종,2019,4,11411.4
1080,강원,2019,4,8362.199999999999
1081,충북,2019,4,7596.599999999999
1082,충남,2019,4,8609.699999999999
1083,전북,2019,4,7953.0
1084,전남,2019,4,7623.0
1085,경북,2019,4,8642.699999999999
1086,경남,2019,4,9348.9
1087,제주,2019,4,11355.3
1088,서울,2019,5,25693.8
1089,인천,2019,5,12807.3
1090,경기,2019,5,14358.3
1091,부산,2019,5,12949.199999999999
1092,대구,2019,5,13579.5
1093,광주,2019,5,11602.8
1094,대전,2019,5,11820.599999999999
1095,울산,2019,5,
1096,세종,2019,5,11411.4
1097,강원,2019,5,8236.8
1098,충북,2019,5,7580.099999999999
1099,충남,2019,5,8916.6
1100,전북,2019,5,8147.7
1101,전남,2019,5,7484.4
1102,경북,2019,5,8378.699999999999
1103,경남,2019,5,9705.3
1104,제주,2019,5,11355.3
1105,서울,2019,6,26730.0
1106,인천,2019,6,12827.099999999999
1107,경기,2019,6,14952.3
1108,부산,2019,6,12889.8
1109,대구,2019,6,13747.8
1110,광주,2019,6,11863.5
1111,대전,2019,6,11470.8
1112,울산,2019,6,
1113,세종,2019,6,11411.4
1114,강원,2019,6,8276.4
1115,충북,2019,6,7679.099999999999
1116,충남,2019,6,8639.4
1117,전북,2019,6,8147.7
1118,전남,2019,6,7656.0
1119,경북,2019,6,8378.699999999999
1120,경남,2019,6,9791.1
1121,제주,2019,6,12355.199999999999
1122,서울,2019,7,26621.1
1123,인천,2019,7,12827.099999999999
1124,경기,2019,7,14147.099999999999
1125,부산,2019,7,12777.599999999999
1126,대구,2019,7,14180.099999999999
1127,광주,2019,7,12381.599999999999
1128,대전,2019,7,11474.099999999999
1129,울산,2019,7,
1130,세종,2019,7,11411.4
1131,강원,2019,7,8220.3
1132,충북,2019,7,7557.0
1133,충남,2019,7,8811.0
1134,전북,2019,7,8210.4
1135,전남,2019,7,7722.0
1136,경북,2019,7,8378.699999999999
1137,경남,2019,7,9791.1
1138,제주,2019,7,12767.699999999999
1139,서울,2019,8,26706.899999999998
1140,인천,2019,8,13005.3
1141,경기,2019,8,14331.9
1142,부산,2019,8,12972.3
1143,대구,2019,8,14239.5
1144,광주,2019,8,12279.3
1145,대전,2019,8,11170.5
1146,울산,2019,8,
1147,세종,2019,8,11411.4
1148,강원,2019,8,8223.6
1149,충북,2019,8,7388.7
1150,충남,2019,8,8715.3
1151,전북,2019,8,8679.0
1152,전남,2019,8,7735.2
1153,경북,2019,8,8682.3
1154,경남,2019,8,9824.1
1155,제주,2019,8,12767.699999999999
1156,서울,2019,9,26680.5
1157,인천,2019,9,13005.3
1158,경기,2019,9,14655.3
1159,부산,2019,9,13275.9
1160,대구,2019,9,14381.4
1161,광주,2019,9,12279.3
1162,대전,2019,9,11358.599999999999
1163,울산,2019,9,8992.5
1164,세종,2019,9,11411.4
1165,강원,2019,9,8190.599999999999
1166,충북,2019,9,7467.9
1167,충남,2019,9,8523.9
1168,전북,2019,9,8679.0
1169,전남,2019,9,8187.299999999999
1170,경북,2019,9,8771.4
1171,경남,2019,9,9883.5
1172,제주,2019,9,12767.699999999999
1173,서울,2019,10,26700.3
1174,인천,2019,10,13025.099999999999
1175,경기,2019,10,14589.3
1176,부산,2019,10,13332.0
1177,대구,2019,10,14536.5
1178,광주,2019,10,12444.3
1179,대전,2019,10,11985.599999999999
1180,울산,2019,10,10362.0
1181,세종,2019,10,11411.4
1182,강원,2019,10,8118.0
1183,충북,2019,10,7497.599999999999
1184,충남,2019,10,8586.6
1185,전북,2019,10,8434.8
1186,전남,2019,10,8230.199999999999
1187,경북,2019,10,9616.199999999999
1188,경남,2019,10,10589.699999999999
1189,제주,2019,10,12767.699999999999
1190,서울,2019,11,26604.6
1191,인천,2019,11,12942.599999999999
1192,경기,2019,11,14694.9
1193,부산,2019,11,13150.5
1194,대구,2019,11,14460.599999999999
1195,광주,2019,11,12658.8
1196,대전,2019,11,11985.599999999999
1197,울산,2019,11,10362.0
1198,세종,2019,11,11411.4
1199,강원,2019,11,8283.0
1200,충북,2019,11,7599.9
1201,충남,2019,11,8586.6
1202,전북,2019,11,8144.4
1203,전남,2019,11,8292.9
1204,경북,2019,11,9616.199999999999
1205,경남,2019,11,10563.3
1206,제주,2019,11,12810.599999999999
1207,서울,2019,12,26251.5
1208,인천,2019,12,13206.599999999999
1209,경기,2019,12,14826.9
1210,부산,2019,12,12817.199999999999
1211,대구,2019,12,14427.599999999999
1212,광주,2019,12,12652.199999999999
1213,대전,2019,12,11985.599999999999
1214,울산,2019,12,10371.9
1215,세종,2019,12,11411.4
1216,강원,2019,12,8283.0
1217,충북,2019,12,7606.5
1218,충남,2019,12,8712.0
1219,전북,2019,12,8144.4
1220,전남,2019,12,8091.599999999999
1221,경북,2019,12,9616.199999999999
1222,경남,2019,12,10107.9
1223,제주,2019,12,12810.599999999999
1224,서울,2020,1,26799.3
1225,인천,2020,1,13216.5
1226,경기,2020,1,14859.9
1227,부산,2020,1,12817.199999999999
1228,대구,2020,1,14586.0
1229,광주,2020,1,12681.9
1230,대전,2020,1,11985.599999999999
1231,울산,2020,1,10371.9
1232,세종,2020,1,11411.4
1233,강원,2020,1,8207.1
1234,충북,2020,1,7606.5
1235,충남,2020,1,8712.0
1236,전북,2020,1,8144.4
1237,전남,2020,1,8200.5
1238,경북,2020,1,10144.199999999999
1239,경남,2020,1,10107.9
1240,제주,2020,1,13051.5
1241,서울,2020,2,26307.6
1242,인천,2020,2,13477.199999999999
1243,경기,2020,2,14856.599999999999
1244,부산,2020,2,12949.199999999999
1245,대구,2020,2,14586.0
1246,광주,2020,2,12681.9
1247,대전,2020,2,11985.599999999999
1248,울산,2020,2,10371.9
1249,세종,2020,2,11411.4
1250,강원,2020,2,8325.9
1251,충북,2020,2,7903.5
1252,충남,2020,2,8593.199999999999
1253,전북,2020,2,8144.4
1254,전남,2020,2,8269.8
1255,경북,2020,2,8431.5
1256,경남,2020,2,10107.9
1257,제주,2020,2,13051.5
1258,서울,2020,3,26495.699999999997
1259,인천,2020,3,14058.0
1260,경기,2020,3,14770.8
1261,부산,2020,3,13035.0
1262,대구,2020,3,14843.4
1263,광주,2020,3,12681.9
1264,대전,2020,3,11226.599999999999
1265,울산,2020,3,10371.9
1266,세종,2020,3,11411.4
1267,강원,2020,3,8144.4
1268,충북,2020,3,7920.0
1269,충남,2020,3,8606.4
1270,전북,2020,3,8144.4
1271,전남,2020,3,8500.8
1272,경북,2020,3,8431.5
1273,경남,2020,3,9794.4
1274,제주,2020,3,13051.5
1275,서울,2020,4,26367.0
1276,인천,2020,4,14067.9
1277,경기,2020,4,15057.9
1278,부산,2020,4,12896.4
1279,대구,2020,4,15100.8
1280,광주,2020,4,12685.199999999999
1281,대전,2020,4,11074.8
1282,울산,2020,4,10371.9
1283,세종,2020,4,
1284,강원,2020,4,8708.699999999999
1285,충북,2020,4,7920.0
1286,충남,2020,4,8708.699999999999
1287,전북,2020,4,8259.9
1288,전남,2020,4,8550.3
1289,경북,2020,4,8807.699999999999
1290,경남,2020,4,10404.9
1291,제주,2020,4,13480.5
1292,서울,2020,5,27030.3
1293,인천,2020,5,14338.5
1294,경기,2020,5,13942.5
1295,부산,2020,5,13272.599999999999
1296,대구,2020,5,15335.099999999999
1297,광주,2020,5,12648.9
1298,대전,2020,5,11008.8
1299,울산,2020,5,10969.199999999999
1300,세종,2020,5,
1301,강원,2020,5,8784.6
1302,충북,2020,5,7936.5
1303,충남,2020,5,8735.1
1304,전북,2020,5,8184.0
1305,전남,2020,5,8576.699999999999
1306,경북,2020,5,8807.699999999999
1307,경남,2020,5,9969.3
1308,제주,2020,5,14902.8
1309,서울,2020,6,27558.3
1310,인천,2020,6,14661.9
1311,경기,2020,6,13586.099999999999
1312,부산,2020,6,13272.599999999999
1313,대구,2020,6,15173.4
1314,광주,2020,6,12599.4
1315,대전,2020,6,11246.4
1316,울산,2020,6,12371.699999999999
1317,세종,2020,6,
1318,강원,2020,6,9084.9
1319,충북,2020,6,7949.7
1320,충남,2020,6,8847.3
1321,전북,2020,6,8259.9
1322,전남,2020,6,8566.8
1323,경북,2020,6,8807.699999999999
1324,경남,2020,6,10329.0
1325,제주,2020,6,14922.599999999999
1326,서울,2020,7,26763.0
1327,인천,2020,7,14635.5
1328,경기,2020,7,14322.0
1329,부산,2020,7,13467.3
1330,대구,2020,7,15312.0
1331,광주,2020,7,12688.5
1332,대전,2020,7,11051.699999999999
1333,울산,2020,7,12790.8
1334,세종,2020,7,
1335,강원,2020,7,9457.8
1336,충북,2020,7,7949.7
1337,충남,2020,7,8936.4
1338,전북,2020,7,8190.599999999999
1339,전남,2020,7,8553.6
1340,경북,2020,7,9744.9
1341,경남,2020,7,10276.199999999999
1342,제주,2020,7,15338.4
1343,서울,2020,8,26723.399999999998
1344,인천,2020,8,15318.599999999999
1345,경기,2020,8,13972.199999999999
1346,부산,2020,8,13266.0
1347,대구,2020,8,15292.199999999999
1348,광주,2020,8,12190.199999999999
1349,대전,2020,8,10982.4
1350,울산,2020,8,13645.5
1351,세종,2020,8,
1352,강원,2020,8,9867.0
1353,충북,2020,8,7929.9
1354,충남,2020,8,8946.3
1355,전북,2020,8,8190.599999999999
1356,전남,2020,8,8873.699999999999
1357,경북,2020,8,10216.8
1358,경남,2020,8,10276.199999999999
1359,제주,2020,8,15338.4
1360,서울,2020,9,26776.199999999997
1361,인천,2020,9,15318.599999999999
1362,경기,2020,9,14097.599999999999
1363,부산,2020,9,13266.0
1364,대구,2020,9,15325.199999999999
1365,광주,2020,9,12282.599999999999
1366,대전,2020,9,10827.3
1367,울산,2020,9,13734.599999999999
1368,세종,2020,9,
1369,강원,2020,9,10322.4
1370,충북,2020,9,7900.2
1371,충남,2020,9,9015.6
1372,전북,2020,9,8309.4
1373,전남,2020,9,8853.9
1374,경북,2020,9,10216.8
1375,경남,2020,9,10276.199999999999
1376,제주,2020,9,15338.4
1377,서울,2020,10,26660.699999999997
1378,인천,2020,10,15576.0
1379,경기,2020,10,14341.8
1380,부산,2020,10,13114.199999999999
1381,대구,2020,10,15404.4
1382,광주,2020,10,12282.599999999999
1383,대전,2020,10,10579.8
1384,울산,2020,10,13803.9
1385,세종,2020,10,11299.199999999999
1386,강원,2020,10,10322.4
1387,충북,2020,10,7893.599999999999
1388,충남,2020,10,8880.3
1389,전북,2020,10,8487.6
1390,전남,2020,10,8969.4
1391,경북,2020,10,10114.5
1392,경남,2020,10,10253.099999999999
1393,제주,2020,10,15338.4
1394,서울,2020,11,27172.199999999997
1395,인천,2020,11,15737.699999999999
1396,경기,2020,11,14318.699999999999
1397,부산,2020,11,13569.599999999999
1398,대구,2020,11,15457.199999999999
1399,광주,2020,11,12358.5
1400,대전,2020,11,10579.8
1401,울산,2020,11,13803.9
1402,세종,2020,11,11299.199999999999
1403,강원,2020,11,10395.0
1404,충북,2020,11,8078.4
1405,충남,2020,11,9180.6
1406,전북,2020,11,8679.0
1407,전남,2020,11,9104.699999999999
1408,경북,2020,11,10470.9
1409,경남,2020,11,10272.9
1410,제주,2020,11,15338.4
1411,서울,2020,12,28267.8
1412,인천,2020,12,15681.599999999999
1413,경기,2020,12,14473.8
1414,부산,2020,12,14044.8
1415,대구,2020,12,15325.199999999999
1416,광주,2020,12,12219.9
1417,대전,2020,12,10579.8
1418,울산,2020,12,13827.0
1419,세종,2020,12,11299.199999999999
1420,강원,2020,12,10355.4
1421,충북,2020,12,8527.199999999999
1422,충남,2020,12,9111.3
1423,전북,2020,12,8811.0
1424,전남,2020,12,9342.3
1425,경북,2020,12,10345.5
1426,경남,2020,12,9860.4
1427,제주,2020,12,15338.4
1428,서울,2021,1,28267.8
1429,인천,2021,1,15602.4
1430,경기,2021,1,14414.4
1431,부산,2021,1,14038.199999999999
1432,대구,2021,1,15354.9
1433,광주,2021,1,12906.3
1434,대전,2021,1,10579.8
1435,울산,2021,1,13787.4
1436,세종,2021,1,12533.4
1437,강원,2021,1,10355.4
1438,충북,2021,1,8527.199999999999
1439,충남,2021,1,9111.3
1440,전북,2021,1,8708.699999999999
1441,전남,2021,1,9329.1
1442,경북,2021,1,10345.5
1443,경남,2021,1,9860.4
1444,제주,2021,1,17156.7
1445,서울,2021,2,28182.0
1446,인천,2021,2,15651.9
1447,경기,2021,2,14460.599999999999
1448,부산,2021,2,14163.599999999999
1449,대구,2021,2,15328.5
1450,광주,2021,2,13902.9
1451,대전,2021,2,11358.599999999999
1452,울산,2021,2,13787.4
1453,세종,2021,2,12533.4
1454,강원,2021,2,10401.599999999999
1455,충북,2021,2,8606.4
1456,충남,2021,2,9141.0
1457,전북,2021,2,8718.6
1458,전남,2021,2,9827.4
1459,경북,2021,2,10107.9
1460,경남,2021,2,10309.199999999999
1461,제주,2021,2,17156.7
1462,서울,2021,3,28290.899999999998
1463,인천,2021,3,15717.9
1464,경기,2021,3,14440.8
1465,부산,2021,3,14163.599999999999
1466,대구,2021,3,15470.4
1467,광주,2021,3,13919.4
1468,대전,2021,3,11358.599999999999
1469,울산,2021,3,13965.599999999999
1470,세종,2021,3,12533.4
1471,강원,2021,3,9576.6
1472,충북,2021,3,8619.6
1473,충남,2021,3,9124.5
1474,전북,2021,3,8718.6
1475,전남,2021,3,9909.9
1476,경북,2021,3,10107.9
1477,경남,2021,3,10404.9
1478,제주,2021,3,23756.699999999997
1479,서울,2021,4,28135.8
1480,인천,2021,4,15549.599999999999
1481,경기,2021,4,14364.9
1482,부산,2021,4,14427.599999999999
1483,대구,2021,4,15536.4
1484,광주,2021,4,13919.4
1485,대전,2021,4,11484.0
1486,울산,2021,4,14312.099999999999
1487,세종,2021,4,12533.4
1488,강원,2021,4,9504.0
1489,충북,2021,4,8586.6
1490,충남,2021,4,9170.699999999999
1491,전북,2021,4,8761.5
1492,전남,2021,4,9669.0
1493,경북,2021,4,10190.4
1494,경남,2021,4,10296.0
1495,제주,2021,4,23756.699999999997
1496,서울,2021,5,28597.8
1497,인천,2021,5,15189.9
1498,경기,2021,5,13982.099999999999
1499,부산,2021,5,14579.4
1500,대구,2021,5,15519.9
1501,광주,2021,5,13978.8
1502,대전,2021,5,12213.3
1503,울산,2021,5,14586.0
1504,세종,2021,5,12533.4
1505,강원,2021,5,9454.5
1506,충북,2021,5,8586.6
1507,충남,2021,5,9177.3
1508,전북,2021,5,8853.9
1509,전남,2021,5,9659.1
1510,경북,2021,5,9989.1
1511,경남,2021,5,10197.0
1512,제주,2021,5,24783.0
1513,서울,2021,6,29142.3
1514,인천,2021,6,14883.0
1515,경기,2021,6,13797.3
1516,부산,2021,6,14539.8
1517,대구,2021,6,15496.8
1518,광주,2021,6,14173.5
1519,대전,2021,6,12196.8
1520,울산,2021,6,14701.5
1521,세종,2021,6,12533.4
1522,강원,2021,6,9639.3
1523,충북,2021,6,8669.1
1524,충남,2021,6,9266.4
1525,전북,2021,6,8814.3
1526,전남,2021,6,10074.9
1527,경북,2021,6,10061.699999999999
1528,경남,2021,6,10230.0
1529,제주,2021,6,24783.0
1530,서울,2021,7,30396.3
1531,인천,2021,7,14859.9
1532,경기,2021,7,13688.4
1533,부산,2021,7,14493.599999999999
1534,대구,2021,7,15467.099999999999
1535,광주,2021,7,14163.599999999999
1536,대전,2021,7,12196.8
1537,울산,2021,7,14747.699999999999
1538,세종,2021,7,12553.199999999999
1539,강원,2021,7,9253.199999999999
1540,충북,2021,7,8685.6
1541,충남,2021,7,9345.6
1542,전북,2021,7,8893.5
1543,전남,2021,7,10249.8
1544,경북,2021,7,10602.9
1545,경남,2021,7,10665.599999999999
1546,제주,2021,7,27574.8
1547,서울,2021,8,31346.699999999997
1548,인천,2021,8,14239.5
1549,경기,2021,8,13747.8
1550,부산,2021,8,14381.4
1551,대구,2021,8,15536.4
1552,광주,2021,8,14160.3
1553,대전,2021,8,12196.8
1554,울산,2021,8,14364.9
1555,세종,2021,8,12553.199999999999
1556,강원,2021,8,9253.199999999999
1557,충북,2021,8,8698.8
1558,충남,2021,8,9500.699999999999
1559,전북,2021,8,8877.0
1560,전남,2021,8,10490.699999999999
1561,경북,2021,8,10602.9
1562,경남,2021,8,10642.5
1563,제주,2021,8,27574.8
1564,서울,2021,9,31353.3
1565,인천,2021,9,14239.5
1566,경기,2021,9,13949.099999999999
1567,부산,2021,9,14381.4
1568,대구,2021,9,15675.0
1569,광주,2021,9,14315.4
1570,대전,2021,9,12266.099999999999
1571,울산,2021,9,14199.9
1572,세종,2021,9,12553.199999999999
1573,강원,2021,9,9428.1
1574,충북,2021,9,8731.8
1575,충남,2021,9,9543.6
1576,전북,2021,9,8715.3
1577,전남,2021,9,10487.4
1578,경북,2021,9,10345.5
1579,경남,2021,9,10873.5
1580,제주,2021,9,27574.8
1581,서울,2021,10,31884.6
1582,인천,2021,10,14242.8
1583,경기,2021,10,13866.599999999999
1584,부산,2021,10,14586.0
1585,대구,2021,10,15582.599999999999
1586,광주,2021,10,14094.3
1587,대전,2021,10,12351.9
1588,울산,2021,10,14199.9
1589,세종,2021,10,12767.699999999999
1590,강원,2021,10,9804.3
1591,충북,2021,10,8731.8
1592,충남,2021,10,9629.4
1593,전북,2021,10,8860.5
1594,전남,2021,10,9886.8
1595,경북,2021,10,10332.3
1596,경남,2021,10,10969.199999999999
1597,제주,2021,10,22638.0
1598,서울,2021,11,32841.6
1599,인천,2021,11,14704.8
1600,경기,2021,11,14774.099999999999
1601,부산,2021,11,15226.199999999999
1602,대구,2021,11,15721.199999999999
1603,광주,2021,11,14180.099999999999
1604,대전,2021,11,12351.9
1605,울산,2021,11,14199.9
1606,세종,2021,11,12767.699999999999
1607,강원,2021,11,9929.699999999999
1608,충북,2021,11,8725.199999999999
1609,충남,2021,11,9471.0
1610,전북,2021,11,8976.0
1611,전남,2021,11,9764.699999999999
1612,경북,2021,11,10434.599999999999
1613,경남,2021,11,10692.0
1614,제주,2021,11,22638.0
