,행정구역,연도,월,평당분양가격,인구수,경제활동인구,소득
511,인천광역시,2016,7,10632.6,2907366,1598000,283
512,경기도,2016,7,11652.3,12600313,6767000,297
513,부산광역시,2016,7,10421.4,3446962,1754000,269
514,대구광역시,2016,7,10329.0,2461272,1301000,247
515,광주광역시,2016,7,9048.6,1502125,753000,263
516,대전광역시,2016,7,8454.6,1536169,800000,298
517,울산광역시,2016,7,10127.7,1166202,599000,312
518,세종특별자치시,2016,7,8867.1,234410,0,0
519,강원도,2016,7,6933.299999999999,1520686,771000,272
520,충청북도,2016,7,6847.5,1600904,867000,277
521,충청남도,2016,7,7253.4,2126174,1266000,307
522,전라북도,2016,7,6365.7,1835243,960000,261
523,전라남도,2016,7,6494.4,1798310,994000,293
524,경상북도,2016,7,7418.4,2683339,1490000,291
525,경상남도,2016,7,7837.5,3337708,1763000,288
526,제주특별자치도,2016,7,9329.1,618119,363000,238
527,서울특별시,2016,8,20740.5,9842501,5372000,336
528,인천광역시,2016,8,10675.5,2907366,1598000,283
529,경기도,2016,8,11751.3,12600313,6767000,297
530,부산광역시,2016,8,10510.5,3446962,1754000,269
531,대구광역시,2016,8,10385.1,2461272,1301000,247
532,광주광역시,2016,8,8995.8,1502125,753000,263
533,대전광역시,2016,8,8454.6,1536169,800000,298
534,울산광역시,2016,8,9820.8,1166202,599000,312
535,세종특별자치시,2016,8,8890.199999999999,234410,0,0
536,강원도,2016,8,6923.4,1520686,771000,272
537,충청북도,2016,8,7009.2,1600904,867000,277
538,충청남도,2016,8,7375.5,2126174,1266000,307
539,전라북도,2016,8,6365.7,1835243,960000,261
540,전라남도,2016,8,6487.799999999999,1798310,994000,293
541,경상북도,2016,8,7385.4,2683339,1490000,291
542,경상남도,2016,8,7867.2,3337708,1763000,288
543,제주특별자치도,2016,8,9497.4,618119,363000,238
544,서울특별시,2016,9,20733.9,9842501,5372000,336
545,인천광역시,2016,9,10454.4,2907366,1598000,283
546,경기도,2016,9,11088.0,12600313,6767000,297
547,부산광역시,2016,9,10560.0,3446962,1754000,269
548,대구광역시,2016,9,10385.1,2461272,1301000,247
549,광주광역시,2016,9,8979.3,1502125,753000,263
550,대전광역시,2016,9,8306.1,1536169,800000,298
551,울산광역시,2016,9,9820.8,1166202,599000,312
552,세종특별자치시,2016,9,8873.699999999999,234410,0,0
553,강원도,2016,9,6930.0,1520686,771000,272
554,충청북도,2016,9,7012.5,1600904,867000,277
555,충청남도,2016,9,7378.799999999999,2126174,1266000,307
556,전라북도,2016,9,6352.5,1835243,960000,261
557,전라남도,2016,9,6507.599999999999,1798310,994000,293
558,경상북도,2016,9,7428.299999999999,2683339,1490000,291
559,경상남도,2016,9,7890.299999999999,3337708,1763000,288
560,제주특별자치도,2016,9,10173.9,618119,363000,238
561,서울특별시,2016,10,21120.0,9842501,5372000,336
562,인천광역시,2016,10,10553.4,2907366,1598000,283
563,경기도,2016,10,11322.3,12600313,6767000,297
564,부산광역시,2016,10,10220.1,3446962,1754000,269
565,대구광역시,2016,10,10385.1,2461272,1301000,247
566,광주광역시,2016,10,8992.5,1502125,753000,263
567,대전광역시,2016,10,10117.8,1536169,800000,298
568,울산광역시,2016,10,10576.5,1166202,599000,312
569,세종특별자치시,2016,10,8910.0,234410,0,0
570,강원도,2016,10,7052.099999999999,1520686,771000,272
571,충청북도,2016,10,6923.4,1600904,867000,277
572,충청남도,2016,10,7415.099999999999,2126174,1266000,307
573,전라북도,2016,10,6359.099999999999,1835243,960000,261
574,전라남도,2016,10,6540.599999999999,1798310,994000,293
575,경상북도,2016,10,7570.2,2683339,1490000,291
576,경상남도,2016,10,7959.599999999999,3337708,1763000,288
577,제주특별자치도,2016,10,10173.9,618119,363000,238
578,서울특별시,2016,11,21021.0,9842501,5372000,336
579,인천광역시,2016,11,10398.3,2907366,1598000,283
580,경기도,2016,11,11701.8,12600313,6767000,297
581,부산광역시,2016,11,10173.9,3446962,1754000,269
582,대구광역시,2016,11,10259.7,2461272,1301000,247
583,광주광역시,2016,11,9157.5,1502125,753000,263
584,대전광역시,2016,11,8860.5,1536169,800000,298
585,울산광역시,2016,11,10758.0,1166202,599000,312
586,세종특별자치시,2016,11,8916.6,234410,0,0
587,강원도,2016,11,6834.299999999999,1520686,771000,272
588,충청북도,2016,11,7012.5,1600904,867000,277
589,충청남도,2016,11,7514.099999999999,2126174,1266000,307
590,전라북도,2016,11,6362.4,1835243,960000,261
591,전라남도,2016,11,6784.799999999999,1798310,994000,293
592,경상북도,2016,11,7570.2,2683339,1490000,291
593,경상남도,2016,11,7784.7,3337708,1763000,288
594,제주특별자치도,2016,11,10253.1,618119,363000,238
595,서울특별시,2016,12,21261.9,9842501,5372000,336
596,인천광역시,2016,12,10335.6,2907366,1598000,283
597,경기도,2016,12,11731.5,12600313,6767000,297
598,부산광역시,2016,12,10734.9,3446962,1754000,269
599,대구광역시,2016,12,10375.2,2461272,1301000,247
600,광주광역시,2016,12,9183.9,1502125,753000,263
601,대전광역시,2016,12,8860.5,1536169,800000,298
602,울산광역시,2016,12,10758.0,1166202,599000,312
603,세종특별자치시,2016,12,8926.5,234410,0,0
604,강원도,2016,12,6887.099999999999,1520686,771000,272
605,충청북도,2016,12,6867.299999999999,1600904,867000,277
606,충청남도,2016,12,7504.2,2126174,1266000,307
607,전라북도,2016,12,6613.2,1835243,960000,261
608,전라남도,2016,12,6857.4,1798310,994000,293
609,경상북도,2016,12,7626.299999999999,2683339,1490000,291
610,경상남도,2016,12,7880.4,3337708,1763000,288
611,제주특별자치도,2016,12,10335.6,618119,363000,238
612,서울특별시,2017,1,21285.0,9766399,5396000,344
613,인천광역시,2017,1,10335.6,2923859,1607000,291
614,경기도,2017,1,11728.2,12785790,6953000,310
615,부산광역시,2017,1,10705.2,3424409,1766000,278
616,대구광역시,2017,1,10299.3,2457769,1291000,263
617,광주광역시,2017,1,9167.4,1495392,766000,273
618,대전광역시,2017,1,8860.5,1527784,791000,307
619,울산광역시,2017,1,10758.0,1158787,605000,316
620,세종특별자치시,2017,1,8926.5,265517,132000,0
621,강원도,2017,1,6880.5,1520879,811000,280
622,충청북도,2017,1,6946.5,1609061,880000,288
623,충청남도,2017,1,7375.5,2153380,1174000,313
624,전라북도,2017,1,6619.799999999999,1828527,944000,275
625,전라남도,2017,1,6857.4,1795036,988000,299
626,경상북도,2017,1,7629.599999999999,2675128,1488000,298
627,경상남도,2017,1,7887.0,3339275,1775000,294
628,제주특별자치도,2017,1,10309.2,634919,382000,245
629,서울특별시,2017,2,21331.2,9766399,5396000,344
630,인천광역시,2017,2,10451.1,2923859,1607000,291
631,경기도,2017,2,11903.1,12785790,6953000,310
632,부산광역시,2017,2,10701.9,3424409,1766000,278
633,대구광역시,2017,2,10421.4,2457769,1291000,263
634,광주광역시,2017,2,9167.4,1495392,766000,273
635,대전광역시,2017,2,8979.3,1527784,791000,307
636,울산광역시,2017,2,10767.9,1158787,605000,316
637,세종특별자치시,2017,2,8926.5,265517,132000,0
638,강원도,2017,2,6897.0,1520879,811000,280
639,충청북도,2017,2,6745.2,1609061,880000,288
640,충청남도,2017,2,7378.799999999999,2153380,1174000,313
641,전라북도,2017,2,6629.7,1828527,944000,275
642,전라남도,2017,2,6906.9,1795036,988000,299
643,경상북도,2017,2,7613.099999999999,2675128,1488000,298
644,경상남도,2017,2,7867.2,3339275,1775000,294
645,제주특별자치도,2017,2,10342.2,634919,382000,245
646,서울특별시,2017,3,21021.0,9766399,5396000,344
647,인천광역시,2017,3,10490.7,2923859,1607000,291
648,경기도,2017,3,11985.6,12785790,6953000,310
649,부산광역시,2017,3,10857.0,3424409,1766000,278
650,대구광역시,2017,3,10560.0,2457769,1291000,263
651,광주광역시,2017,3,9183.9,1495392,766000,273
652,대전광역시,2017,3,8979.3,1527784,791000,307
653,울산광역시,2017,3,10767.9,1158787,605000,316
654,세종특별자치시,2017,3,8926.5,265517,132000,0
655,강원도,2017,3,6824.4,1520879,811000,280
656,충청북도,2017,3,6520.799999999999,1609061,880000,288
657,충청남도,2017,3,7382.099999999999,2153380,1174000,313
658,전라북도,2017,3,6745.2,1828527,944000,275
659,전라남도,2017,3,6897.0,1795036,988000,299
660,경상북도,2017,3,7560.299999999999,2675128,1488000,298
661,경상남도,2017,3,7943.099999999999,3339275,1775000,294
662,제주특별자치도,2017,3,10220.1,634919,382000,245
663,서울특별시,2017,4,21007.8,9766399,5396000,344
664,인천광역시,2017,4,10490.7,2923859,1607000,291
665,경기도,2017,4,11893.2,12785790,6953000,310
666,부산광역시,2017,4,10853.7,3424409,1766000,278
667,대구광역시,2017,4,10490.7,2457769,1291000,263
668,광주광역시,2017,4,9418.2,1495392,766000,273
669,대전광역시,2017,4,9038.7,1527784,791000,307
670,울산광역시,2017,4,11807.4,1158787,605000,316
671,세종특별자치시,2017,4,9005.699999999999,265517,132000,0
672,강원도,2017,4,6824.4,1520879,811000,280
673,충청북도,2017,4,6732.0,1609061,880000,288
674,충청남도,2017,4,7329.299999999999,2153380,1174000,313
675,전라북도,2017,4,6946.5,1828527,944000,275
676,전라남도,2017,4,6949.799999999999,1795036,988000,299
677,경상북도,2017,4,7649.4,2675128,1488000,298
678,경상남도,2017,4,7923.299999999999,3339275,1775000,294
679,제주특별자치도,2017,4,10965.9,634919,382000,245
680,서울특별시,2017,5,21120.0,9766399,5396000,344
681,인천광역시,2017,5,10860.3,2923859,1607000,291
682,경기도,2017,5,11464.2,12785790,6953000,310
683,부산광역시,2017,5,11711.7,3424409,1766000,278
684,대구광역시,2017,5,10490.7,2457769,1291000,263
685,광주광역시,2017,5,9537.0,1495392,766000,273
686,대전광역시,2017,5,9038.7,1527784,791000,307
687,울산광역시,2017,5,11807.4,1158787,605000,316
688,세종특별자치시,2017,5,9005.699999999999,265517,132000,0
689,강원도,2017,5,6877.2,1520879,811000,280
690,충청북도,2017,5,6765.0,1609061,880000,288
691,충청남도,2017,5,7332.599999999999,2153380,1174000,313
692,전라북도,2017,5,7029.0,1828527,944000,275
693,전라남도,2017,5,7144.5,1795036,988000,299
694,경상북도,2017,5,7797.9,2675128,1488000,298
695,경상남도,2017,5,7979.4,3339275,1775000,294
696,제주특별자치도,2017,5,11414.7,634919,382000,245
697,서울특별시,2017,6,22001.1,9766399,5396000,344
698,인천광역시,2017,6,10975.8,2923859,1607000,291
699,경기도,2017,6,11513.7,12785790,6953000,310
700,부산광역시,2017,6,11932.8,3424409,1766000,278
701,대구광역시,2017,6,10711.8,2457769,1291000,263
702,광주광역시,2017,6,9609.6,1495392,766000,273
703,대전광역시,2017,6,9038.7,1527784,791000,307
704,울산광역시,2017,6,11820.6,1158787,605000,316
705,세종특별자치시,2017,6,9018.9,265517,132000,0
706,강원도,2017,6,7032.299999999999,1520879,811000,280
707,충청북도,2017,6,6741.9,1609061,880000,288
708,충청남도,2017,6,7504.2,2153380,1174000,313
709,전라북도,2017,6,7263.299999999999,1828527,944000,275
710,전라남도,2017,6,7085.099999999999,1795036,988000,299
711,경상북도,2017,6,7863.9,2675128,1488000,298
712,경상남도,2017,6,8065.2,3339275,1775000,294
713,제주특별자치도,2017,6,10804.2,634919,382000,245
714,서울특별시,2017,7,21690.9,9766399,5396000,344
715,인천광역시,2017,7,10962.6,2923859,1607000,291
716,경기도,2017,7,11975.7,12785790,6953000,310
717,부산광역시,2017,7,11926.2,3424409,1766000,278
718,대구광역시,2017,7,12771.0,2457769,1291000,263
719,광주광역시,2017,7,9550.2,1495392,766000,273
720,대전광역시,2017,7,9035.4,1527784,791000,307
721,울산광역시,2017,7,11820.6,1158787,605000,316
722,세종특별자치시,2017,7,9018.9,265517,132000,0
723,강원도,2017,7,7081.799999999999,1520879,811000,280
724,충청북도,2017,7,6741.9,1609061,880000,288
725,충청남도,2017,7,7507.5,2153380,1174000,313
726,전라북도,2017,7,7243.5,1828527,944000,275
727,전라남도,2017,7,7085.099999999999,1795036,988000,299
728,경상북도,2017,7,7860.599999999999,2675128,1488000,298
729,경상남도,2017,7,8134.5,3339275,1775000,294
730,제주특별자치도,2017,7,11005.5,634919,382000,245
731,서울특별시,2017,8,20367.6,9766399,5396000,344
732,인천광역시,2017,8,10800.9,2923859,1607000,291
733,경기도,2017,8,12015.3,12785790,6953000,310
734,부산광역시,2017,8,11843.7,3424409,1766000,278
735,대구광역시,2017,8,13180.2,2457769,1291000,263
736,광주광역시,2017,8,9579.9,1495392,766000,273
737,대전광역시,2017,8,9035.4,1527784,791000,307
738,울산광역시,2017,8,11820.6,1158787,605000,316
739,세종특별자치시,2017,8,9022.2,265517,132000,0
740,강원도,2017,8,7484.4,1520879,811000,280
741,충청북도,2017,8,6765.0,1609061,880000,288
742,충청남도,2017,8,7448.099999999999,2153380,1174000,313
743,전라북도,2017,8,7289.7,1828527,944000,275
744,전라남도,2017,8,7306.2,1795036,988000,299
745,경상북도,2017,8,8055.299999999999,2675128,1488000,298
746,경상남도,2017,8,8299.5,3339275,1775000,294
747,제주특별자치도,2017,8,11005.5,634919,382000,245
748,서울특별시,2017,9,21473.1,9766399,5396000,344
749,인천광역시,2017,9,10896.6,2923859,1607000,291
750,경기도,2017,9,11972.4,12785790,6953000,310
751,부산광역시,2017,9,11860.2,3424409,1766000,278
752,대구광역시,2017,9,12668.7,2457769,1291000,263
753,광주광역시,2017,9,9718.5,1495392,766000,273
754,대전광역시,2017,9,9550.2,1527784,791000,307
755,울산광역시,2017,9,11820.6,1158787,605000,316
756,세종특별자치시,2017,9,9101.4,265517,132000,0
757,강원도,2017,9,7375.5,1520879,811000,280
758,충청북도,2017,9,6778.2,1609061,880000,288
759,충청남도,2017,9,7448.099999999999,2153380,1174000,313
760,전라북도,2017,9,7322.7,1828527,944000,275
761,전라남도,2017,9,7306.2,1795036,988000,299
762,경상북도,2017,9,8015.7,2675128,1488000,298
763,경상남도,2017,9,8283.0,3339275,1775000,294
764,제주특별자치도,2017,9,10632.6,634919,382000,245
765,서울특별시,2017,10,21707.4,9766399,5396000,344
766,인천광역시,2017,10,10890.0,2923859,1607000,291
767,경기도,2017,10,11962.5,12785790,6953000,310
768,부산광역시,2017,10,12285.9,3424409,1766000,278
769,대구광역시,2017,10,12668.7,2457769,1291000,263
770,광주광역시,2017,10,9609.6,1495392,766000,273
771,대전광역시,2017,10,9005.699999999999,1527784,791000,307
772,울산광역시,2017,10,11170.5,1158787,605000,316
773,세종특별자치시,2017,10,9104.7,265517,132000,0
774,강원도,2017,10,7520.7,1520879,811000,280
775,충청북도,2017,10,6798.0,1609061,880000,288
776,충청남도,2017,10,7533.9,2153380,1174000,313
777,전라북도,2017,10,7200.599999999999,1828527,944000,275
778,전라남도,2017,10,7606.5,1795036,988000,299
779,경상북도,2017,10,7811.099999999999,2675128,1488000,298
780,경상남도,2017,10,8038.799999999999,3339275,1775000,294
781,제주특별자치도,2017,10,10632.6,634919,382000,245
782,서울특별시,2017,11,21968.1,9766399,5396000,344
783,인천광역시,2017,11,10890.0,2923859,1607000,291
784,경기도,2017,11,11738.1,12785790,6953000,310
785,부산광역시,2017,11,12606.0,3424409,1766000,278
786,대구광역시,2017,11,12071.4,2457769,1291000,263
787,광주광역시,2017,11,9553.5,1495392,766000,273
788,대전광역시,2017,11,9180.6,1527784,791000,307
789,울산광역시,2017,11,11134.2,1158787,605000,316
790,세종특별자치시,2017,11,9108.0,265517,132000,0
791,강원도,2017,11,7652.7,1520879,811000,280
792,충청북도,2017,11,6854.099999999999,1609061,880000,288
793,충청남도,2017,11,7451.4,2153380,1174000,313
794,전라북도,2017,11,7260.0,1828527,944000,275
795,전라남도,2017,11,7883.7,1795036,988000,299
796,경상북도,2017,11,7887.0,2675128,1488000,298
797,경상남도,2017,11,8649.3,3339275,1775000,294
798,제주특별자치도,2017,11,11748.0,634919,382000,245
799,서울특별시,2017,12,22129.8,9766399,5396000,344
800,인천광역시,2017,12,10949.4,2923859,1607000,291
801,경기도,2017,12,11936.1,12785790,6953000,310
802,부산광역시,2017,12,12678.6,3424409,1766000,278
803,대구광역시,2017,12,11751.3,2457769,1291000,263
804,광주광역시,2017,12,9556.8,1495392,766000,273
805,대전광역시,2017,12,8929.8,1527784,791000,307
806,울산광역시,2017,12,10434.6,1158787,605000,316
807,세종특별자치시,2017,12,10431.3,265517,132000,0
808,강원도,2017,12,7596.599999999999,1520879,811000,280
809,충청북도,2017,12,6854.099999999999,1609061,880000,288
810,충청남도,2017,12,7778.099999999999,2153380,1174000,313
811,전라북도,2017,12,7345.799999999999,1828527,944000,275
812,전라남도,2017,12,7920.0,1795036,988000,299
813,경상북도,2017,12,7887.0,2675128,1488000,298
814,경상남도,2017,12,8896.8,3339275,1775000,294
815,제주특별자치도,2017,12,11807.4,634919,382000,245
816,서울특별시,2018,1,21855.9,9697449,5335000,356
817,인천광역시,2018,1,10998.9,2935848,1645000,301
818,경기도,2018,1,12691.8,13026541,7058000,323
819,부산광역시,2018,1,12678.6,3403116,1729000,296
820,대구광역시,2018,1,11830.5,2448800,1282000,276
821,광주광역시,2018,1,9550.2,1488439,779000,280
822,대전광역시,2018,1,9055.2,1513217,792000,318
823,울산광역시,2018,1,10434.6,1152725,602000,327
824,세종특별자치시,2018,1,10431.3,302249,152000,0
825,강원도,2018,1,7669.2,1521442,812000,293
826,충청북도,2018,1,6854.099999999999,1618090,898000,303
827,충청남도,2018,1,7900.2,2177105,1216000,324
828,전라북도,2018,1,7345.799999999999,1822635,940000,290
829,전라남도,2018,1,7920.0,1796331,988000,314
830,경상북도,2018,1,8055.299999999999,2675196,1488000,315
831,경상남도,2018,1,8896.8,3351332,1801000,305
832,제주특별자치도,2018,1,11998.8,654543,379000,258
833,서울특별시,2018,2,21882.3,9697449,5335000,356
834,인천광역시,2018,2,11028.6,2935848,1645000,301
835,경기도,2018,2,12790.8,13026541,7058000,323
836,부산광역시,2018,2,12705.0,3403116,1729000,296
837,대구광역시,2018,2,11101.2,2448800,1282000,276
838,광주광역시,2018,2,9550.2,1488439,779000,280
839,대전광역시,2018,2,9527.1,1513217,792000,318
840,울산광역시,2018,2,10474.2,1152725,602000,327
841,세종특별자치시,2018,2,10431.3,302249,152000,0
842,강원도,2018,2,7665.9,1521442,812000,293
843,충청북도,2018,2,7147.799999999999,1618090,898000,303
844,충청남도,2018,2,7900.2,2177105,1216000,324
845,전라북도,2018,2,7500.9,1822635,940000,290
846,전라남도,2018,2,7774.799999999999,1796331,988000,314
847,경상북도,2018,2,8055.299999999999,2675196,1488000,315
848,경상남도,2018,2,8903.4,3351332,1801000,305
849,제주특별자치도,2018,2,12635.7,654543,379000,258
850,서울특별시,2018,3,22558.8,9697449,5335000,356
851,인천광역시,2018,3,11408.1,2935848,1645000,301
852,경기도,2018,3,12790.8,13026541,7058000,323
853,부산광역시,2018,3,12596.1,3403116,1729000,296
854,대구광역시,2018,3,11193.6,2448800,1282000,276
855,광주광역시,2018,3,9669.0,1488439,779000,280
856,대전광역시,2018,3,9527.1,1513217,792000,318
857,울산광역시,2018,3,10474.2,1152725,602000,327
858,세종특별자치시,2018,3,10431.3,302249,152000,0
859,강원도,2018,3,7890.299999999999,1521442,812000,293
860,충청북도,2018,3,8101.5,1618090,898000,303
861,충청남도,2018,3,7900.2,2177105,1216000,324
862,전라북도,2018,3,7467.9,1822635,940000,290
863,전라남도,2018,3,7748.4,1796331,988000,314
864,경상북도,2018,3,8052.0,2675196,1488000,315
865,경상남도,2018,3,8900.1,3351332,1801000,305
866,제주특별자치도,2018,3,12952.5,654543,379000,258
867,서울특별시,2018,4,22575.3,9697449,5335000,356
868,인천광역시,2018,4,11408.1,2935848,1645000,301
869,경기도,2018,4,12734.7,13026541,7058000,323
870,부산광역시,2018,4,12747.9,3403116,1729000,296
871,대구광역시,2018,4,11629.2,2448800,1282000,276
872,광주광역시,2018,4,9520.5,1488439,779000,280
873,대전광역시,2018,4,9807.6,1513217,792000,318
874,울산광역시,2018,4,10474.2,1152725,602000,327
875,세종특별자치시,2018,4,10332.3,302249,152000,0
876,강원도,2018,4,7514.099999999999,1521442,812000,293
877,충청북도,2018,4,8682.3,1618090,898000,303
878,충청남도,2018,4,7900.2,2177105,1216000,324
879,전라북도,2018,4,7646.099999999999,1822635,940000,290
880,전라남도,2018,4,7771.5,1796331,988000,314
881,경상북도,2018,4,8052.0,2675196,1488000,315
882,경상남도,2018,4,8877.0,3351332,1801000,305
883,제주특별자치도,2018,4,12952.5,654543,379000,258
884,서울특별시,2018,5,22832.7,9697449,5335000,356
885,인천광역시,2018,5,11338.8,2935848,1645000,301
886,경기도,2018,5,13157.1,13026541,7058000,323
887,부산광역시,2018,5,12714.9,3403116,1729000,296
888,대구광역시,2018,5,12048.3,2448800,1282000,276
889,광주광역시,2018,5,9589.8,1488439,779000,280
890,대전광역시,2018,5,9807.6,1513217,792000,318
891,울산광역시,2018,5,10474.2,1152725,602000,327
892,세종특별자치시,2018,5,10332.3,302249,152000,0
893,강원도,2018,5,7553.7,1521442,812000,293
894,충청북도,2018,5,8698.8,1618090,898000,303
895,충청남도,2018,5,8094.9,2177105,1216000,324
896,전라북도,2018,5,7675.799999999999,1822635,940000,290
897,전라남도,2018,5,7774.799999999999,1796331,988000,314
898,경상북도,2018,5,8672.4,2675196,1488000,315
899,경상남도,2018,5,8893.5,3351332,1801000,305
900,제주특별자치도,2018,5,12952.5,654543,379000,258
901,서울특별시,2018,6,22090.2,9697449,5335000,356
902,인천광역시,2018,6,11127.6,2935848,1645000,301
903,경기도,2018,6,12959.1,13026541,7058000,323
904,부산광역시,2018,6,12817.2,3403116,1729000,296
905,대구광역시,2018,6,12107.7,2448800,1282000,276
906,광주광역시,2018,6,9900.0,1488439,779000,280
907,대전광역시,2018,6,9807.6,1513217,792000,318
908,울산광역시,2018,6,10312.5,1152725,602000,327
909,세종특별자치시,2018,6,10332.3,302249,152000,0
910,강원도,2018,6,7563.599999999999,1521442,812000,293
911,충청북도,2018,6,7873.799999999999,1618090,898000,303
912,충청남도,2018,6,8141.099999999999,2177105,1216000,324
913,전라북도,2018,6,7675.799999999999,1822635,940000,290
914,전라남도,2018,6,7774.799999999999,1796331,988000,314
915,경상북도,2018,6,8682.3,2675196,1488000,315
916,경상남도,2018,6,8893.5,3351332,1801000,305
917,제주특별자치도,2018,6,12952.5,654543,379000,258
918,서울특별시,2018,7,22506.0,9697449,5335000,356
919,인천광역시,2018,7,11127.6,2935848,1645000,301
920,경기도,2018,7,13041.6,13026541,7058000,323
921,부산광역시,2018,7,13035.0,3403116,1729000,296
922,대구광역시,2018,7,12249.6,2448800,1282000,276
923,광주광역시,2018,7,9685.5,1488439,779000,280
924,대전광역시,2018,7,9698.7,1513217,792000,318
925,울산광역시,2018,7,10312.5,1152725,602000,327
926,세종특별자치시,2018,7,10332.3,302249,152000,0
927,강원도,2018,7,7629.599999999999,1521442,812000,293
928,충청북도,2018,7,7887.0,1618090,898000,303
929,충청남도,2018,7,8141.099999999999,2177105,1216000,324
930,전라북도,2018,7,7698.9,1822635,940000,290
931,전라남도,2018,7,7778.099999999999,1796331,988000,314
932,경상북도,2018,7,8824.199999999999,2675196,1488000,315
933,경상남도,2018,7,8896.8,3351332,1801000,305
934,제주특별자치도,2018,7,11002.2,654543,379000,258
935,서울특별시,2018,8,22212.3,9697449,5335000,356
936,인천광역시,2018,8,11031.9,2935848,1645000,301
937,경기도,2018,8,13431.0,13026541,7058000,323
938,부산광역시,2018,8,13107.6,3403116,1729000,296
939,대구광역시,2018,8,12295.8,2448800,1282000,276
940,광주광역시,2018,8,9685.5,1488439,779000,280
941,대전광역시,2018,8,9698.7,1513217,792000,318
942,울산광역시,2018,8,10312.5,1152725,602000,327
943,세종특별자치시,2018,8,10388.4,302249,152000,0
944,강원도,2018,8,7669.2,1521442,812000,293
945,충청북도,2018,8,7887.0,1618090,898000,303
946,충청남도,2018,8,8071.799999999999,2177105,1216000,324
947,전라북도,2018,8,7626.299999999999,1822635,940000,290
948,전라남도,2018,8,7778.099999999999,1796331,988000,314
949,경상북도,2018,8,8589.9,2675196,1488000,315
950,경상남도,2018,8,8781.3,3351332,1801000,305
951,제주특별자치도,2018,8,11002.2,654543,379000,258
952,서울특별시,2018,9,23080.2,9697449,5335000,356
953,인천광역시,2018,9,11031.9,2935848,1645000,301
954,경기도,2018,9,13510.2,13026541,7058000,323
955,부산광역시,2018,9,13497.0,3403116,1729000,296
956,대구광역시,2018,9,12342.0,2448800,1282000,276
957,광주광역시,2018,9,9672.3,1488439,779000,280
958,대전광역시,2018,9,11111.1,1513217,792000,318
959,울산광역시,2018,9,10312.5,1152725,602000,327
960,세종특별자치시,2018,9,10388.4,302249,152000,0
961,강원도,2018,9,7685.7,1521442,812000,293
962,충청북도,2018,9,7867.2,1618090,898000,303
963,충청남도,2018,9,8071.799999999999,2177105,1216000,324
964,전라북도,2018,9,7626.299999999999,1822635,940000,290
965,전라남도,2018,9,7761.599999999999,1796331,988000,314
966,경상북도,2018,9,8721.9,2675196,1488000,315
967,경상남도,2018,9,9061.8,3351332,1801000,305
968,제주특별자치도,2018,9,11002.2,654543,379000,258
969,서울특별시,2018,10,24347.4,9697449,5335000,356
970,인천광역시,2018,10,11352.0,2935848,1645000,301
971,경기도,2018,10,13648.8,13026541,7058000,323
972,부산광역시,2018,10,13318.8,3403116,1729000,296
973,대구광역시,2018,10,12536.7,2448800,1282000,276
974,광주광역시,2018,10,10045.2,1488439,779000,280
975,대전광역시,2018,10,11055.0,1513217,792000,318
976,울산광역시,2018,10,9537.0,1152725,602000,327
977,세종특별자치시,2018,10,10388.4,302249,152000,0
978,강원도,2018,10,7778.099999999999,1521442,812000,293
979,충청북도,2018,10,7867.2,1618090,898000,303
980,충청남도,2018,10,8071.799999999999,2177105,1216000,324
981,전라북도,2018,10,7659.299999999999,1822635,940000,290
982,전라남도,2018,10,7788.0,1796331,988000,314
983,경상북도,2018,10,8662.5,2675196,1488000,315
984,경상남도,2018,10,9223.5,3351332,1801000,305
985,제주특별자치도,2018,10,11002.2,654543,379000,258
986,서울특별시,2018,11,24317.7,9697449,5335000,356
987,인천광역시,2018,11,11724.9,2935848,1645000,301
988,경기도,2018,11,13698.3,13026541,7058000,323
989,부산광역시,2018,11,13332.0,3403116,1729000,296
990,대구광역시,2018,11,12622.5,2448800,1282000,276
991,광주광역시,2018,11,10563.3,1488439,779000,280
992,대전광역시,2018,11,11055.0,1513217,792000,318
993,울산광역시,2018,11,9537.0,1152725,602000,327
994,세종특별자치시,2018,11,10388.4,302249,152000,0
995,강원도,2018,11,7873.799999999999,1521442,812000,293
996,충청북도,2018,11,7811.099999999999,1618090,898000,303
997,충청남도,2018,11,7989.299999999999,2177105,1216000,324
998,전라북도,2018,11,7731.9,1822635,940000,290
999,전라남도,2018,11,7715.4,1796331,988000,314
1000,경상북도,2018,11,8847.3,2675196,1488000,315
1001,경상남도,2018,11,9230.1,3351332,1801000,305
1002,제주특별자치도,2018,11,10936.2,654543,379000,258
1003,서울특별시,2018,12,24413.4,9697449,5335000,356
1004,인천광역시,2018,12,11708.4,2935848,1645000,301
1005,경기도,2018,12,13777.5,13026541,7058000,323
1006,부산광역시,2018,12,13424.4,3403116,1729000,296
1007,대구광역시,2018,12,12952.5,2448800,1282000,276
1008,광주광역시,2018,12,10837.2,1488439,779000,280
1009,대전광역시,2018,12,12012.0,1513217,792000,318
1010,울산광역시,2018,12,,1152725,602000,327
1011,세종특별자치시,2018,12,10081.5,302249,152000,0
1012,강원도,2018,12,7675.799999999999,1521442,812000,293
1013,충청북도,2018,12,7811.099999999999,1618090,898000,303
1014,충청남도,2018,12,7969.5,2177105,1216000,324
1015,전라북도,2018,12,7854.0,1822635,940000,290
1016,전라남도,2018,12,7883.7,1796331,988000,314
1017,경상북도,2018,12,8847.3,2675196,1488000,315
